area_id,latitude,longitude,latitude,longitude,total_incidents,incidents_5yr,night_incidents,sexual_offences,harassment_count,assault_count,avg_severity,repeat_offender_cases,street_lighting,cctv_density,proximity_transit,population_density,slum_density,nightlife_density,incident_density,weighted_risk_score,trend_12month,risk_index,area_type_enc
CHN-00409,12.94725,80.27825,12.94725,80.27825,66,20,41,13,21,32,2.04,9,0.588,2.72,511.4,47119.4,0.399,3.13,264,0.2244,0.2847,0.3584,2
CHN-00410,12.94725,80.28275,12.94725,80.28275,53,17,32,8,23,22,2.55,5,0.342,3.76,1820.8,42598.4,0.404,4.06,212,0.2252,0.0499,0.4025,1
CHN-00411,12.94725,80.28725,12.94725,80.28725,80,28,41,8,28,44,2.31,15,0.291,2.94,1359.0,13801.6,0.618,4.59,320,0.308,0.2446,0.4821,1
CHN-00412,12.94725,80.29175,12.94725,80.29175,59,20,37,12,26,21,1.87,6,0.509,4.24,252.7,50136.2,0.655,3.23,236,0.1839,0.2012,0.3751,0
CHN-00413,12.94725,80.29625,12.94725,80.29625,61,24,30,11,26,24,2.23,3,0.638,3.87,561.7,15966.7,0.5,4.3,244,0.2267,-0.0719,0.3851,2
CHN-00414,12.94725,80.30075,12.94725,80.30075,48,18,22,7,21,20,1.52,4,0.856,5.69,790.9,22411.9,0.344,2.68,192,0.1216,-0.0457,0.2549,2
CHN-00415,12.94725,80.30525,12.94725,80.30525,38,12,22,9,18,11,1.0,2,0.781,5.41,1871.3,9637.2,0.153,1.95,152,0.0633,-0.1248,0.2072,2
CHN-00416,12.94725,80.30975,12.94725,80.30975,37,13,16,7,15,15,1.53,7,0.837,6.27,527.2,9043.6,0.269,3.43,148,0.0944,0.2489,0.241,2
CHN-00417,12.94725,80.31425,12.94725,80.31425,62,18,31,6,25,31,1.24,7,0.695,5.93,1340.7,20871.1,0.447,3.56,248,0.1281,-0.258,0.2849,1
CHN-00418,12.94725,80.31875,12.94725,80.31875,41,17,25,9,14,18,1.35,4,0.785,5.21,135.6,27545.4,0.22,1.69,164,0.0922,-0.2385,0.2415,2
CHN-00419,12.95175,80.15225,12.95175,80.15225,45,14,22,7,16,22,1.0,8,0.772,4.77,888.8,34811.8,0.225,1.61,180,0.075,0.1119,0.2205,2
CHN-00420,12.95175,80.15675,12.95175,80.15675,23,9,10,4,9,10,1.0,4,0.875,6.35,202.1,7450.2,0.26,1.63,92,0.0383,0.2394,0.1962,1
CHN-00421,12.95175,80.16125,12.95175,80.16125,16,5,8,2,7,7,1.0,2,1.0,6.75,1589.1,3877.9,0.246,1.58,64,0.0267,-0.1969,0.1515,2
CHN-00422,12.95175,80.16575,12.95175,80.16575,64,28,29,11,25,28,2.04,3,0.419,3.76,1489.4,12954.2,0.481,2.72,256,0.2176,0.2087,0.4002,1
CHN-00423,12.95175,80.17025,12.95175,80.17025,77,23,35,15,31,31,2.97,8,0.445,2.92,1049.5,19311.6,0.619,4.1,308,0.3812,0.1505,0.4677,2
CHN-00424,12.95175,80.17475,12.95175,80.17475,82,33,52,19,27,36,2.9,12,0.349,3.02,1706.7,30123.2,0.594,4.15,328,0.3963,0.0739,0.5053,1
CHN-00425,12.95175,80.17925,12.95175,80.17925,58,18,31,6,18,34,1.65,6,0.629,3.92,890.4,11665.4,0.553,3.16,232,0.1595,0.0938,0.3348,4
CHN-00426,12.95175,80.18375,12.95175,80.18375,92,27,55,16,32,44,2.55,6,0.41,2.39,537.3,9921.2,0.805,4.88,368,0.391,-0.0078,0.5104,3
CHN-00427,12.95175,80.18825,12.95175,80.18825,86,31,44,11,39,36,3.02,11,0.163,1.29,217.5,46756.5,0.668,5.18,344,0.4329,-0.014,0.5771,3
CHN-00428,12.95175,80.19275,12.95175,80.19275,94,32,53,18,33,43,3.06,7,0.109,0.85,1798.7,18460.4,0.693,4.43,376,0.4794,-0.1686,0.5936,4
CHN-00429,12.95175,80.19725,12.95175,80.19725,93,32,53,17,32,44,3.52,6,0.173,1.14,572.4,43178.7,0.953,6.21,372,0.5456,0.133,0.6564,3
CHN-00430,12.95175,80.20175,12.95175,80.20175,90,31,56,13,33,44,2.97,15,0.289,2.06,701.6,53152.2,0.633,5.6,360,0.4455,0.0619,0.5542,3
CHN-00431,12.95175,80.20625,12.95175,80.20625,65,27,33,9,21,35,1.82,8,0.492,4.6,870.7,46790.5,0.499,3.96,260,0.1972,-0.2405,0.3888,2
CHN-00432,12.95175,80.21075,12.95175,80.21075,63,19,26,14,21,28,2.05,8,0.664,3.5,303.1,29130.7,0.603,3.18,252,0.2152,-0.11,0.3568,1
CHN-00433,12.95175,80.21525,12.95175,80.21525,71,24,32,15,22,34,2.0,8,0.492,4.2,741.9,33613.3,0.558,3.76,284,0.2367,0.0907,0.3942,4
CHN-00434,12.95175,80.21975,12.95175,80.21975,46,17,28,9,21,16,1.56,5,0.53,3.96,169.4,29311.4,0.575,2.47,184,0.1196,-0.2864,0.3395,1
CHN-00435,12.95175,80.22425,12.95175,80.22425,84,37,42,16,33,35,2.47,9,0.292,3.34,1080.7,44955.4,0.655,4.25,336,0.3458,-0.2152,0.5081,1
CHN-00436,12.95175,80.22875,12.95175,80.22875,85,26,51,8,31,46,2.31,6,0.532,2.49,378.8,33196.6,0.631,4.66,340,0.3272,0.1365,0.4507,2
CHN-00437,12.95175,80.23325,12.95175,80.23325,72,26,41,12,22,38,1.9,12,0.538,4.38,279.2,52114.0,0.464,2.78,288,0.228,0.3088,0.3636,2
CHN-00438,12.95175,80.23775,12.95175,80.23775,49,21,23,9,16,24,1.86,4,0.45,4.15,398.7,42592.2,0.403,2.66,196,0.1519,-0.0441,0.3582,0
CHN-00439,12.95175,80.24225,12.95175,80.24225,68,22,38,12,29,27,2.17,7,0.714,4.93,1002.8,30414.3,0.394,4.2,272,0.2459,0.0896,0.3438,0
CHN-00440,12.95175,80.24675,12.95175,80.24675,51,15,26,7,19,25,1.22,3,0.713,5.12,440.3,16729.2,0.391,1.96,204,0.1037,-0.2389,0.2541,1
CHN-00441,12.95175,80.25125,12.95175,80.25125,55,22,31,9,23,23,1.03,7,0.739,5.02,747.2,15245.8,0.415,3.25,220,0.0944,0.197,0.2899,0
CHN-00442,12.95175,80.25575,12.95175,80.25575,61,23,32,11,27,23,2.28,3,0.369,5.25,1083.3,31125.3,0.447,2.45,244,0.2318,0.1514,0.3784,0
CHN-00443,12.95175,80.26025,12.95175,80.26025,69,21,42,9,28,32,2.73,10,0.392,3.79,720.8,18772.8,0.723,4.37,276,0.314,0.1017,0.4588,1
CHN-00444,12.95175,80.26475,12.95175,80.26475,66,28,26,10,22,34,1.77,4,0.725,3.79,1848.5,23116.1,0.602,3.39,264,0.1947,0.2498,0.365,1
CHN-00445,12.95175,80.26925,12.95175,80.26925,58,18,29,13,23,22,1.43,4,0.449,5.81,220.8,28548.6,0.476,2.18,232,0.1382,0.0695,0.3137,0
CHN-00446,12.95175,80.27375,12.95175,80.27375,42,14,21,7,14,21,1.74,4,0.691,4.33,1391.8,9407.4,0.351,2.36,168,0.1218,0.1237,0.2812,2
CHN-00447,12.95175,80.27825,12.95175,80.27825,67,26,28,10,29,28,1.87,9,0.484,4.33,250.7,34689.2,0.43,3.56,268,0.2088,-0.1649,0.3786,4
CHN-00448,12.95175,80.28275,12.95175,80.28275,59,17,36,6,28,25,1.78,5,0.722,3.47,1183.8,28137.6,0.363,3.09,236,0.175,0.0808,0.3063,1
CHN-00449,12.95175,80.28725,12.95175,80.28725,90,30,41,9,29,52,2.76,8,0.278,2.67,1452.9,46416.6,0.495,2.88,360,0.414,-0.1525,0.4838,1
CHN-00450,12.95175,80.29175,12.95175,80.29175,48,18,22,11,23,14,1.53,4,0.586,4.89,1468.8,21954.5,0.474,3.72,192,0.1224,-0.125,0.3316,1
CHN-00451,12.95175,80.29625,12.95175,80.29625,29,9,17,3,11,15,1.09,4,0.707,6.77,1158.2,18490.3,0.116,2.16,116,0.0527,0.1417,0.1992,2
CHN-00452,12.95175,80.30075,12.95175,80.30075,37,11,17,7,16,14,1.0,4,0.703,5.7,501.1,8520.6,0.174,1.44,148,0.0617,-0.2281,0.2066,1
CHN-00453,12.95175,80.30525,12.95175,80.30525,8,2,3,1,2,5,1.0,1,0.961,7.66,1324.9,12401.7,0.097,0.36,32,0.0133,-0.3569,0.0987,1
CHN-00454,12.95175,80.30975,12.95175,80.30975,38,16,17,6,13,19,1.0,2,0.791,6.92,911.0,19225.9,0.315,2.46,152,0.0633,-0.0637,0.2352,2
CHN-00455,12.95175,80.31425,12.95175,80.31425,23,7,13,2,11,10,1.0,3,0.818,6.86,1767.3,15096.4,0.151,0.8,92,0.0383,-0.3706,0.1595,0
CHN-00456,12.95175,80.31875,12.95175,80.31875,15,5,8,3,5,7,1.0,2,0.769,7.62,1733.8,25276.9,0.036,2.32,60,0.025,0.0887,0.1706,1
CHN-00457,12.95625,80.15225,12.95625,80.15225,32,12,17,4,12,16,1.0,4,0.902,5.26,793.7,8604.7,0.296,2.75,128,0.0533,0.2109,0.2246,2
CHN-00458,12.95625,80.15675,12.95625,80.15675,23,9,10,2,10,11,1.0,1,0.84,7.02,110.4,11249.1,0.007,1.58,92,0.0383,0.1666,0.1687,0
CHN-00459,12.95625,80.16125,12.95625,80.16125,53,23,31,11,23,19,1.28,4,0.681,4.29,905.4,35927.1,0.479,2.88,212,0.1131,0.1541,0.3204,2
CHN-00460,12.95625,80.16575,12.95625,80.16575,70,24,30,9,23,38,2.36,13,0.24,3.63,1390.2,10254.6,0.728,4.14,280,0.2753,-0.0614,0.4746,0
CHN-00461,12.95625,80.17025,12.95625,80.17025,79,33,40,15,27,37,2.48,13,0.412,3.62,939.8,48715.4,0.576,4.57,316,0.3265,0.1962,0.4727,1
CHN-00462,12.95625,80.17475,12.95625,80.17475,60,20,31,13,22,25,2.03,5,0.371,4.8,243.0,16750.0,0.58,3.06,240,0.203,0.2785,0.3858,1
CHN-00463,12.95625,80.17925,12.95625,80.17925,117,47,47,26,38,53,3.4,8,0.24,0.83,1612.7,33056.5,0.895,5.19,468,0.663,0.0772,0.6817,3
CHN-00464,12.95625,80.18375,12.95625,80.18375,98,37,49,15,43,40,3.45,17,0.084,1.69,1191.1,28466.1,0.811,4.71,392,0.5635,-0.1518,0.6416,1
CHN-00465,12.95625,80.18825,12.95625,80.18825,96,42,55,10,45,41,3.22,11,0.32,3.24,1088.0,55534.2,0.589,3.95,384,0.5152,0.0073,0.5527,3
CHN-00466,12.95625,80.19275,12.95625,80.19275,107,40,62,23,42,42,3.11,20,0.24,1.21,596.9,50233.2,0.748,4.47,428,0.5546,0.083,0.6094,1
CHN-00467,12.95625,80.19725,12.95625,80.19725,80,27,32,9,38,33,3.32,6,0.374,2.32,1943.3,26981.7,0.791,3.81,320,0.4427,-0.0149,0.5267,1
CHN-00468,12.95625,80.20175,12.95625,80.20175,111,45,62,17,54,40,3.28,10,0.229,0.13,541.9,41792.7,1.0,4.9,444,0.6068,0.3536,0.6778,4
CHN-00469,12.95625,80.20625,12.95625,80.20625,81,29,48,19,26,36,2.27,9,0.362,3.02,151.9,39022.7,0.569,3.33,324,0.3064,0.2073,0.4488,1
CHN-00470,12.95625,80.21075,12.95625,80.21075,71,24,32,14,21,36,1.96,3,0.27,2.41,1991.8,19630.0,0.486,3.44,284,0.2319,0.2798,0.4319,2
CHN-00471,12.95625,80.21525,12.95625,80.21525,76,26,34,11,27,38,2.2,7,0.525,3.08,423.0,23474.4,0.637,3.28,304,0.2787,0.0997,0.417,2
CHN-00472,12.95625,80.21975,12.95625,80.21975,41,13,18,8,12,21,1.76,4,0.576,4.71,661.1,16936.8,0.497,3.88,164,0.1203,-0.1991,0.3271,1
CHN-00473,12.95625,80.22425,12.95625,80.22425,47,16,20,8,19,20,1.22,5,0.739,5.15,239.0,26080.5,0.44,3.48,188,0.0956,0.0533,0.2829,4
CHN-00474,12.95625,80.22875,12.95625,80.22875,56,20,27,11,19,26,1.67,10,0.723,5.68,1958.1,4909.1,0.433,2.8,224,0.1559,0.1951,0.294,0
CHN-00475,12.95625,80.23325,12.95625,80.23325,59,18,26,12,17,30,2.02,3,0.637,4.33,1242.4,33617.1,0.378,2.34,236,0.1986,-0.2731,0.3129,4
CHN-00476,12.95625,80.23775,12.95625,80.23775,74,26,36,7,27,40,2.58,13,0.405,3.96,1702.2,25520.6,0.382,2.78,296,0.3182,0.0116,0.4092,2
CHN-00477,12.95625,80.24225,12.95625,80.24225,65,27,39,12,27,26,2.09,11,0.474,2.39,1431.9,16734.2,0.503,3.61,260,0.2264,-0.1647,0.4192,0
CHN-00478,12.95625,80.24675,12.95625,80.24675,59,20,24,11,22,26,1.6,10,0.647,5.1,1015.2,10361.7,0.51,2.67,236,0.1573,-0.045,0.3139,2
CHN-00479,12.95625,80.25125,12.95625,80.25125,40,17,20,8,16,16,1.78,4,0.745,4.97,1884.9,23378.0,0.358,3.42,160,0.1187,0.1668,0.2998,0
CHN-00480,12.95625,80.25575,12.95625,80.25575,66,27,39,6,25,35,2.21,11,0.303,4.57,1119.4,14106.0,0.462,3.15,264,0.2431,0.0218,0.417,1
CHN-00481,12.95625,80.26025,12.95625,80.26025,56,18,28,9,25,22,1.41,9,0.682,4.3,354.8,21349.0,0.335,3.31,224,0.1316,0.0215,0.2958,1
CHN-00482,12.95625,80.26475,12.95625,80.26475,54,19,28,6,23,25,2.22,4,0.53,5.22,699.8,30710.6,0.343,3.54,216,0.1998,-0.2529,0.3435,1
CHN-00483,12.95625,80.26925,12.95625,80.26925,90,34,46,20,44,26,2.55,17,0.396,2.97,936.2,16404.3,0.489,3.67,360,0.3825,0.0334,0.4717,0
CHN-00484,12.95625,80.27375,12.95625,80.27375,60,18,35,11,27,22,1.51,8,0.437,3.74,72.5,10474.1,0.407,2.55,240,0.151,0.2843,0.337,2
CHN-00485,12.95625,80.27825,12.95625,80.27825,51,15,31,12,17,22,1.72,2,0.614,4.29,576.6,13486.3,0.489,3.05,204,0.1462,-0.2037,0.3175,1
CHN-00486,12.95625,80.28275,12.95625,80.28275,82,34,46,9,35,38,2.17,15,0.3,3.83,794.9,50783.0,0.506,4.71,328,0.2966,0.2522,0.4713,2
CHN-00487,12.95625,80.28725,12.95625,80.28725,55,18,22,7,19,29,1.67,4,0.718,4.96,216.1,31894.6,0.477,4.07,220,0.1531,-0.312,0.3176,0
CHN-00488,12.95625,80.29175,12.95625,80.29175,30,12,12,5,10,15,1.0,5,0.717,6.84,1880.2,8508.9,0.28,2.67,120,0.05,-0.0393,0.2377,0
CHN-00489,12.95625,80.29625,12.95625,80.29625,17,5,10,2,7,8,1.0,2,1.0,6.7,411.8,20923.2,0.173,1.92,68,0.0283,-0.1865,0.1465,2
CHN-00490,12.95625,80.30075,12.95625,80.30075,30,12,15,4,9,17,1.0,3,0.671,6.78,1573.6,22723.8,0.179,2.51,120,0.05,-0.3615,0.2328,0
CHN-00491,12.95625,80.30525,12.95625,80.30525,35,11,21,5,16,14,1.07,5,0.877,6.36,826.2,20943.6,0.336,1.97,140,0.0624,-0.1181,0.2013,1
CHN-00492,12.95625,80.30975,12.95625,80.30975,9,3,4,1,2,6,1.0,1,1.0,6.67,1800.0,20146.0,0.198,1.39,36,0.015,-0.0581,0.1449,0
CHN-00493,12.95625,80.31425,12.95625,80.31425,48,17,23,6,16,26,1.85,2,0.699,4.37,721.8,6772.3,0.303,3.4,192,0.148,0.2053,0.303,4
CHN-00494,12.95625,80.31875,12.95625,80.31875,20,8,10,4,9,7,1.0,2,1.0,7.46,1108.5,18094.3,0.082,1.68,80,0.0333,0.0187,0.1493,2
CHN-00495,12.96075,80.15225,12.96075,80.15225,35,12,17,7,12,16,1.0,6,0.771,7.25,1986.7,6807.0,0.116,2.88,140,0.0583,0.2143,0.2036,1
CHN-00496,12.96075,80.15675,12.96075,80.15675,11,4,4,2,3,6,1.0,1,0.991,7.67,481.9,3835.8,0.057,1.0,44,0.0183,0.1022,0.1238,2
CHN-00497,12.96075,80.16125,12.96075,80.16125,47,19,23,6,16,25,1.36,5,0.646,4.54,1451.3,12134.9,0.239,2.48,188,0.1065,-0.1973,0.2852,2
CHN-00498,12.96075,80.16575,12.96075,80.16575,67,22,29,15,25,27,2.01,3,0.474,3.91,1139.7,37742.6,0.428,3.13,268,0.2244,0.1915,0.3715,2
CHN-00499,12.96075,80.17025,12.96075,80.17025,81,25,38,9,35,37,2.57,5,0.17,3.54,393.6,36610.1,0.585,4.34,324,0.347,-0.0838,0.4928,1
CHN-00500,12.96075,80.17475,12.96075,80.17475,43,17,20,4,17,22,1.61,8,0.66,4.93,1168.1,40961.7,0.475,2.53,172,0.1154,-0.1824,0.3048,1
CHN-00501,12.96075,80.17925,12.96075,80.17925,100,31,58,22,35,43,3.08,11,0.427,2.86,1074.6,44381.1,0.844,4.64,400,0.5133,-0.0663,0.5497,4
CHN-00502,12.96075,80.18375,12.96075,80.18375,107,43,53,14,39,54,3.29,8,0.221,0.5,935.6,30774.6,1.0,5.16,428,0.5867,-0.1768,0.6713,3
CHN-00503,12.96075,80.18825,12.96075,80.18825,89,32,36,15,35,39,2.36,5,0.172,1.79,1238.9,16291.0,0.602,3.73,356,0.3501,0.3101,0.5142,4
CHN-00504,12.96075,80.19275,12.96075,80.19275,108,40,43,21,43,44,4.02,8,0.215,1.33,298.0,32255.7,0.807,5.04,432,0.7236,-0.0608,0.6845,3
CHN-00505,12.96075,80.19725,12.96075,80.19725,125,55,57,26,45,54,2.91,22,0.107,1.78,1154.6,34540.3,0.816,5.55,500,0.6062,-0.184,0.6772,4
CHN-00506,12.96075,80.20175,12.96075,80.20175,86,35,43,13,28,45,3.41,5,0.14,1.72,553.6,35969.9,0.998,5.63,344,0.4888,0.2749,0.6445,0
CHN-00507,12.96075,80.20625,12.96075,80.20625,73,24,36,16,26,31,3.25,11,0.26,1.52,1175.3,26001.4,0.65,5.86,292,0.3954,-0.1688,0.5487,1
CHN-00508,12.96075,80.21075,12.96075,80.21075,45,15,22,6,16,23,1.4,7,0.633,5.91,131.7,24092.2,0.397,3.7,180,0.105,-0.2962,0.2919,4
CHN-00509,12.96075,80.21525,12.96075,80.21525,61,18,35,14,26,21,2.03,3,0.646,3.76,106.5,36836.7,0.517,2.86,244,0.2064,-0.167,0.3393,4
CHN-00510,12.96075,80.21975,12.96075,80.21975,52,21,31,10,15,27,1.67,5,0.657,5.34,733.0,40224.2,0.26,3.19,208,0.1447,-0.3235,0.301,2
CHN-00511,12.96075,80.22425,12.96075,80.22425,66,23,29,12,25,29,2.04,6,0.497,3.36,1463.5,41054.4,0.571,3.34,264,0.2244,-0.111,0.3949,1
CHN-00512,12.96075,80.22875,12.96075,80.22875,77,24,37,14,24,39,2.84,8,0.565,3.76,1523.1,35517.6,0.638,4.27,308,0.3645,0.0971,0.4424,4
CHN-00513,12.96075,80.23325,12.96075,80.23325,110,47,49,12,43,55,3.28,19,0.161,1.61,1077.8,8843.2,0.851,5.74,440,0.6013,-0.1423,0.6728,0
CHN-00514,12.96075,80.23775,12.96075,80.23775,93,41,46,12,31,50,3.48,13,0.229,0.55,1792.4,29909.3,0.772,5.07,372,0.5394,-0.0003,0.6367,4
CHN-00515,12.96075,80.24225,12.96075,80.24225,108,45,68,14,44,50,3.41,18,0.0,0.86,711.4,27506.2,0.953,6.25,432,0.6138,0.1473,0.7241,0
CHN-00516,12.96075,80.24675,12.96075,80.24675,114,34,61,22,47,45,3.86,15,0.0,0.0,1213.1,24427.1,0.78,5.39,456,0.7334,0.1138,0.7213,3
CHN-00517,12.96075,80.25125,12.96075,80.25125,99,40,55,19,40,40,2.51,15,0.202,2.9,1645.1,39264.5,0.674,4.15,396,0.4142,-0.046,0.5432,1
CHN-00518,12.96075,80.25575,12.96075,80.25575,64,28,27,15,30,19,2.0,10,0.481,4.32,714.1,18421.7,0.516,3.46,256,0.2133,0.0463,0.3978,1
CHN-00519,12.96075,80.26025,12.96075,80.26025,45,15,18,5,20,20,1.28,6,0.473,5.26,995.7,17550.8,0.441,2.94,180,0.096,0.0258,0.3128,2
CHN-00520,12.96075,80.26475,12.96075,80.26475,49,19,24,11,19,19,1.76,3,0.754,5.4,462.8,10203.6,0.329,3.87,196,0.1437,-0.169,0.2989,4
CHN-00521,12.96075,80.26925,12.96075,80.26925,61,27,32,13,24,24,1.49,5,0.543,5.01,1725.3,15074.9,0.403,2.84,244,0.1515,0.2509,0.3409,1
CHN-00522,12.96075,80.27375,12.96075,80.27375,75,27,34,13,22,40,2.06,13,0.495,3.0,1058.4,23940.5,0.678,4.6,300,0.2575,0.1791,0.4414,0
CHN-00523,12.96075,80.27825,12.96075,80.27825,69,24,40,10,22,37,2.17,13,0.324,3.69,894.3,8743.5,0.563,4.24,276,0.2496,0.0213,0.4383,1
CHN-00524,12.96075,80.28275,12.96075,80.28275,45,18,21,9,14,22,1.21,3,0.769,4.6,1448.9,40579.7,0.364,2.86,180,0.0908,-0.0523,0.2777,1
CHN-00525,12.96075,80.28725,12.96075,80.28725,34,14,17,6,16,12,1.0,6,0.802,6.89,1434.1,31726.6,0.087,2.31,136,0.0567,-0.0547,0.2047,2
CHN-00526,12.96075,80.29175,12.96075,80.29175,23,8,11,4,8,11,1.0,4,0.861,7.32,851.5,13511.6,0.116,1.54,92,0.0383,-0.0447,0.1642,1
CHN-00527,12.96075,80.29625,12.96075,80.29625,26,8,11,6,10,10,1.12,2,0.923,6.35,1549.9,15977.8,0.378,2.84,104,0.0485,0.1604,0.2049,2
CHN-00528,12.96075,80.30075,12.96075,80.30075,15,6,6,1,5,9,1.0,1,1.0,7.24,61.3,14841.4,0.083,0.78,60,0.025,0.0277,0.1358,2
CHN-00529,12.96075,80.30525,12.96075,80.30525,45,19,27,10,13,22,1.62,7,0.839,4.82,1490.6,38351.4,0.349,2.62,180,0.1215,0.2265,0.2752,1
CHN-00530,12.96075,80.30975,12.96075,80.30975,29,9,15,5,13,11,1.0,5,0.972,5.49,834.6,4269.4,0.154,2.1,116,0.0483,0.1875,0.1737,1
CHN-00531,12.96075,80.31425,12.96075,80.31425,36,13,16,8,17,11,1.29,6,0.607,5.7,978.1,8899.8,0.475,2.64,144,0.0774,0.11,0.2865,2
CHN-00532,12.96075,80.31875,12.96075,80.31875,19,7,9,3,8,8,1.0,2,0.987,6.55,928.0,9480.2,0.121,0.98,76,0.0317,0.0158,0.1473,2
CHN-00533,12.96525,80.15225,12.96525,80.15225,25,8,11,5,8,12,1.0,3,0.938,7.17,1630.9,4467.7,0.076,1.25,100,0.0417,-0.285,0.1417,2
CHN-00534,12.96525,80.15675,12.96525,80.15675,23,8,13,3,8,12,1.0,1,0.681,6.63,1888.7,24399.6,0.028,2.45,92,0.0383,0.0696,0.2023,2
CHN-00535,12.96525,80.16125,12.96525,80.16125,35,13,18,6,14,15,1.5,6,0.886,6.49,1889.7,7204.7,0.193,2.31,140,0.0875,0.1607,0.2094,1
CHN-00536,12.96525,80.16575,12.96525,80.16575,55,22,24,8,19,28,1.86,8,0.446,4.1,244.9,41289.7,0.463,3.8,220,0.1705,0.1355,0.3824,0
CHN-00537,12.96525,80.17025,12.96525,80.17025,57,18,36,12,19,26,1.49,9,0.665,5.23,910.3,33997.6,0.379,2.49,228,0.1415,0.0622,0.2841,4
CHN-00538,12.96525,80.17475,12.96525,80.17475,81,30,49,17,25,39,3.07,13,0.503,3.16,1719.8,11493.4,0.597,4.97,324,0.4144,-0.1504,0.4928,1
CHN-00539,12.96525,80.17925,12.96525,80.17925,96,41,54,17,44,35,2.61,7,0.24,2.62,1086.1,48407.1,0.761,4.53,384,0.4176,0.2032,0.5602,1
CHN-00540,12.96525,80.18375,12.96525,80.18375,102,34,58,16,48,38,2.63,5,0.213,2.5,783.1,35102.1,0.821,5.36,408,0.4471,-0.0989,0.5749,3
CHN-00541,12.96525,80.18825,12.96525,80.18825,91,32,36,9,35,47,3.14,4,0.286,1.28,1141.8,23893.2,0.689,4.76,364,0.4762,-0.1029,0.5682,4
CHN-00542,12.96525,80.19275,12.96525,80.19275,102,40,60,11,40,51,2.81,14,0.095,1.57,1059.0,61061.2,0.825,5.22,408,0.4777,0.0031,0.6227,3
CHN-00543,12.96525,80.19725,12.96525,80.19725,110,40,66,24,37,49,3.94,10,0.0,0.11,1464.9,22011.8,0.785,6.1,440,0.7223,-0.1103,0.7401,1
CHN-00544,12.96525,80.20175,12.96525,80.20175,83,25,53,17,30,36,2.54,9,0.369,1.84,418.4,51594.7,0.608,4.17,332,0.3514,0.259,0.4799,3
CHN-00545,12.96525,80.20625,12.96525,80.20625,112,45,58,24,54,34,3.82,20,0.156,0.93,956.8,48623.1,0.964,4.66,448,0.7131,0.3207,0.7102,3
CHN-00546,12.96525,80.21075,12.96525,80.21075,88,27,37,12,37,39,2.68,16,0.455,2.25,413.3,10384.8,0.554,3.98,352,0.3931,-0.2551,0.4705,4
CHN-00547,12.96525,80.21525,12.96525,80.21525,63,23,31,15,21,27,1.83,10,0.568,5.22,787.0,24689.7,0.331,3.49,252,0.1922,-0.1362,0.3358,1
CHN-00548,12.96525,80.21975,12.96525,80.21975,53,21,29,6,20,27,1.81,6,0.56,4.46,1240.3,42443.8,0.45,2.14,212,0.1599,-0.044,0.3322,2
CHN-00549,12.96525,80.22425,12.96525,80.22425,75,27,38,14,34,27,2.0,10,0.257,2.75,728.5,29168.8,0.567,3.3,300,0.25,-0.1892,0.4473,1
CHN-00550,12.96525,80.22875,12.96525,80.22875,65,28,37,12,27,26,1.77,4,0.642,5.51,1194.3,36529.9,0.232,3.18,260,0.1918,-0.0076,0.3205,2
CHN-00551,12.96525,80.23325,12.96525,80.23325,100,37,60,16,32,52,2.62,5,0.188,1.56,1450.0,48562.0,0.629,4.26,400,0.4367,-0.0827,0.5568,3
CHN-00552,12.96525,80.23775,12.96525,80.23775,90,37,40,14,33,43,3.55,11,0.037,1.96,823.9,22121.5,0.777,5.07,360,0.5325,-0.0313,0.6436,3
CHN-00553,12.96525,80.24225,12.96525,80.24225,81,32,48,17,32,32,2.6,13,0.357,1.71,1811.6,11854.9,0.867,5.33,324,0.351,0.1573,0.5441,4
CHN-00554,12.96525,80.24675,12.96525,80.24675,106,32,52,22,39,45,3.56,14,0.217,0.0,801.7,17352.5,0.99,4.87,424,0.6289,0.1852,0.6665,1
CHN-00555,12.96525,80.25125,12.96525,80.25125,112,40,45,19,44,49,2.77,7,0.215,2.46,1575.7,35696.1,0.763,4.08,448,0.5171,-0.0804,0.5801,3
CHN-00556,12.96525,80.25575,12.96525,80.25575,46,17,29,5,19,22,1.91,6,0.503,4.34,126.5,16843.7,0.472,2.09,184,0.1464,-0.1887,0.3334,1
CHN-00557,12.96525,80.26025,12.96525,80.26025,71,25,31,11,29,31,2.7,4,0.441,3.16,1041.2,6455.0,0.506,4.45,284,0.3195,0.0447,0.4487,0
CHN-00558,12.96525,80.26475,12.96525,80.26475,58,24,37,9,21,28,2.29,6,0.536,3.58,1499.8,28510.4,0.578,3.99,232,0.2214,-0.174,0.4088,1
CHN-00559,12.96525,80.26925,12.96525,80.26925,69,20,35,10,28,31,1.95,12,0.338,2.94,987.4,29223.9,0.479,3.37,276,0.2242,-0.1852,0.4024,0
CHN-00560,12.96525,80.27375,12.96525,80.27375,40,16,17,9,18,13,1.0,3,0.549,4.87,1508.9,20945.7,0.386,3.0,160,0.0667,0.0231,0.3038,1
CHN-00561,12.96525,80.27825,12.96525,80.27825,36,10,14,8,15,13,1.0,5,0.827,5.29,120.3,37121.0,0.244,1.66,144,0.06,-0.0468,0.1977,2
CHN-00562,12.96525,80.28275,12.96525,80.28275,39,17,17,7,18,14,1.0,7,0.86,6.22,468.4,27461.9,0.397,3.57,156,0.065,-0.228,0.2594,2
